Year,Round,GridPercentile,TrackTemp,AirTemp,TotalLaps,SafetyCarLaps,DegradationRate,First_Compound,Num_Stops,First_Pit_Lap
2019,13,0.6,28.119166666666665,17.4,44,74,0.4108333333333339,SOFT,2,12.0
2019,13,0.5,28.119166666666665,17.4,44,74,,SOFT,1,2.0
2019,13,0.55,28.119166666666665,17.4,44,74,0.1442142857142861,SOFT,1,20.0
2019,13,0.15,28.119166666666665,17.4,44,74,0.15388235294117644,SOFT,1,23.0
2019,13,0.1,28.119166666666665,17.4,44,74,0.3330999999999989,SOFT,2,16.0
2019,13,0.7,28.119166666666665,17.4,44,74,0.13392000000000054,MEDIUM,1,31.0
2019,13,0.3,28.119166666666665,17.4,44,74,,SOFT,3,2.0
2019,13,0.2,28.119166666666665,17.4,44,74,0.11555555555555547,SOFT,1,24.0
2019,13,0.45,28.119166666666665,17.4,44,74,0.2260000000000004,SOFT,1,17.0
2019,13,0.0,28.119166666666665,17.4,44,74,0.03734615384615399,MEDIUM,1,32.0
2019,13,0.9,28.119166666666665,17.4,44,74,0.07354166666666669,MEDIUM,1,30.0
2019,14,0.85,33.04054054054055,21.0972972972973,53,0,0.2734814814814815,MEDIUM,1,29.0
2019,14,0.9,33.04054054054055,21.0972972972973,53,0,0.21151851851851847,MEDIUM,1,29.0
2019,14,0.05,33.04054054054055,21.0972972972973,53,0,0.11968421052631584,SOFT,1,21.0
2019,14,0.45,33.04054054054055,21.0972972972973,53,0,-0.0065714285714284825,SOFT,2,16.0
2019,14,0.55,33.04054054054055,21.0972972972973,53,0,-0.11305263157894717,SOFT,2,21.0
2019,14,0.4,33.04054054054055,21.0972972972973,53,0,-0.0824799999999999,SOFT,1,27.0
2019,14,0.6,33.04054054054055,21.0972972972973,53,0,0.16662962962962946,MEDIUM,1,29.0
2019,14,0.3,33.04054054054055,21.0972972972973,53,0,0.5187500000000002,SOFT,1,30.0
2019,14,0.25,33.04054054054055,21.0972972972973,53,0,0.0007241379310340202,SOFT,1,31.0
2019,14,0.95,33.04054054054055,21.0972972972973,53,0,,MEDIUM,2,2.0
2019,14,0.8,33.04054054054055,21.0972972972973,53,0,-0.2704090909090908,MEDIUM,1,24.0
2019,14,0.1,33.04054054054055,21.0972972972973,53,0,0.11988888888888896,SOFT,2,20.0
2019,14,0.2,33.04054054054055,21.0972972972973,53,0,4.315,SOFT,3,7.0
2019,14,0.7,33.04054054054055,21.0972972972973,53,0,-0.22195454545454527,MEDIUM,1,24.0
2019,14,0.0,33.04054054054055,21.0972972972973,53,0,-0.35272222222222166,MEDIUM,2,20.0
2019,14,0.15,33.04054054054055,21.0972972972973,53,0,0.0642307692307693,SOFT,1,28.0
2019,14,0.65,33.04054054054055,21.0972972972973,53,0,0.8130000000000001,SOFT,2,8.0
2019,14,0.75,33.04054054054055,21.0972972972973,53,0,-0.06317857142857163,MEDIUM,2,30.0
2019,14,0.5,33.04054054054055,21.0972972972973,53,0,-0.10429999999999992,SOFT,1,22.0
2019,15,0.55,35.752903225806456,29.965161290322584,61,204,-0.023741935483871105,HARD,1,33.0
2019,15,0.75,35.752903225806456,29.965161290322584,61,204,-0.581416666666667,MEDIUM,1,14.0
2019,15,0.05,35.752903225806456,29.965161290322584,61,204,0.39205263157894726,SOFT,1,21.0
2019,15,0.8,35.752903225806456,29.965161290322584,61,204,-0.15443333333333317,MEDIUM,3,32.0
2019,15,0.65,35.752903225806456,29.965161290322584,61,204,-0.08976470588235355,MEDIUM,2,19.0
2019,15,0.3,35.752903225806456,29.965161290322584,61,204,0.18036842105263193,SOFT,1,21.0
2019,15,0.7,35.752903225806456,29.965161290322584,61,204,-0.2763636363636369,MEDIUM,2,13.0
